start_date,end_date,dayflag,ranking,fromaddress,all_population,area_id,area_name,population,residence,residence_population_rate
20250927,20250928,休日,35,山形県東置賜郡川西町大字下小松,35,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,35,834,0.041
20250927,20250928,休日,36,福島県須賀川市仁井田,33,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,33,1634,0.02
20250927,20250928,休日,36,福島県須賀川市森宿,33,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,33,7066,0.005
20250927,20250928,休日,37,山形県東村山郡中山町大字長崎,33,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,33,6199,0.005
20250927,20250928,休日,38,山形県西村山郡河北町大字溝延,33,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,33,1964,0.016
20250927,20250928,休日,39,千葉県大網白里市南横川,32,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,32,3096,0.01
20250927,20250928,休日,40,山形県南陽市郡山,32,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,32,1600,0.019
20250927,20250928,休日,41,山形県米沢市広幡町　成島,32,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,32,487,0.064
20250927,20250928,休日,41,山形県米沢市吾妻町,32,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,32,1058,0.029
20250927,20250928,休日,41,山形県米沢市大字南原猪苗代町,32,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,32,80,0.391
20250927,20250928,休日,42,山形県西置賜郡小国町大字北,31,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,31,229,0.136
20250927,20250928,休日,43,山形県米沢市大字梓川,31,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,31,590,0.053
20250927,20250928,休日,43,山形県米沢市大字川井,31,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,31,1305,0.024
20250927,20250928,休日,43,山形県米沢市大字芳泉町,31,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,31,451,0.069
20250927,20250928,休日,44,福島県福島市泉,31,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,31,6599,0.005
20250927,20250928,休日,45,山形県米沢市舘山,31,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,31,1275,0.024
20250927,20250928,休日,45,山形県米沢市中田町,31,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,31,2015,0.015
20250927,20250928,休日,46,青森県弘前市大字取上,30,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,30,3302,0.009
20250927,20250928,休日,47,茨城県久慈郡大子町大字高柴,29,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,29,277,0.105
20250927,20250928,休日,48,山形県天童市久野本,29,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,29,2456,0.011
20250927,20250928,休日,49,山形県山形市松波,28,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,28,2019,0.014
20250927,20250928,休日,50,群馬県太田市大原町,28,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,28,11426,0.002
